stcov,estmethod,covparam,lowq,q1,median_result,mean_result,q3,highq
productsum,reml,s_de,2.5852915452236593,3.207384308017942,3.8171985626364604,3.9738379536499266,4.49498609796086,5.31276855529639
sum_with_error,reml,s_de,3.5493126415000003,4.221666135503161,5.1972640565150385,6.274899600394779,6.568787981332585,9.100921228291567
productsum,svwls,s_de,0.0046827228851174735,0.16056670943643944,1.4678350322700937,3.804766589918884,4.717531994703326,9.950298129932051
sum_with_error,svwls,s_de,2.756324988253022,6.90037856151085,11.449870287450644,14.738566850775092,18.087101268648865,30.167361138503065
productsum,reml,s_ie,2.765278318808313,3.385636200927811,4.02943514576137,4.092338078098803,4.68239552268749,5.470584634678113
sum_with_error,reml,s_ie,3.5350658877605494,4.378046486387181,5.246501867326877,5.321074696311776,6.173334603569005,7.355776776744033
productsum,svwls,s_ie,0.009529965450137255,0.7481010642580844,2.876835155707774,3.1650151944854805,4.901002914244174,6.76155919216291
sum_with_error,svwls,s_ie,0.015513155455333114,1.1447052368047828,3.6797859154825,3.8937530056831973,5.959742196575718,8.217078259945229
product,reml,s_range,2.3986226430255964,3.464206787511374,4.204339020302537,3.925830207632341,4.581884479620052,4.830947665138227
productsum,reml,s_range,0.5301474140941941,0.6257409718174605,0.7154562480107638,0.7233604782202966,0.8032923386800134,0.9010279855556879
sum_with_error,reml,s_range,0.6207309709797405,0.75330551798222,0.8759335533535588,0.9481835123225285,1.021376568604805,1.2372084333473183
product,svwls,s_range,0.5532337845252916,1.2962163596289675,2.4159100412354593,2.656854090115922,4.324333543020673,4.8292986754062515
productsum,svwls,s_range,0.18689336402044202,0.3233255325127449,0.6098909323272006,1.1076893602864848,1.3226944048016607,3.080114897875549
sum_with_error,svwls,s_range,0.21063226822713596,0.3707845351784944,0.8857221731313297,1.6483241061158245,2.7644413823781804,4.5201997439892265
product,reml,st_de,20.858815049563113,23.172040377004176,26.99440044275218,29.353415253459534,33.622159499861866,40.26410913513796
productsum,reml,st_de,8.257460082567732,9.104570067880184,9.91459520818188,10.167515359466888,11.012234973437188,12.275813447321516
product,svwls,st_de,23.21391130359129,26.51815376998669,31.304847643472588,33.20720772034965,37.3440660189506,44.94863103854128
productsum,svwls,st_de,5.252451481676559,7.472945665623453,10.927699416597367,13.452514592335836,15.77094585614431,23.335933418361638
productsum,reml,st_ie,3.718626200453478,3.840879588752343,3.990177238916365,3.9945949639017124,4.136619392748981,4.277105272413543
sum_with_error,reml,st_ie,7.7228865035606375,8.22299965515106,8.865143425661628,8.984090156457672,9.638243493615557,10.354604345191472
productsum,svwls,st_ie,3.3574437178940375,3.9162754069716064,4.562988225571036,4.780806331379308,5.405434057502471,6.509674408054501
sum_with_error,svwls,st_ie,6.130465276416092,6.593892495881136,7.163437322871076,7.1982654837135565,7.781983071439819,8.381522383247288
productsum,reml,t_de,2.50198424475809,3.113391432449631,3.7260503706707437,3.8826427592667816,4.431938026551231,5.288149026118827
sum_with_error,reml,t_de,2.674542636136639,3.3035379793147337,4.09907662110773,4.700436022051012,5.052495664062611,6.76176965176972
productsum,svwls,t_de,0.004772210371770014,0.34866282104658314,2.4147668342187467,5.266398952477469,6.332712393535998,12.691151344257937
sum_with_error,svwls,t_de,2.4900479892663543,4.4848686560096445,8.30434420411868,14.47798579147357,17.15639465023147,36.18505363616659
productsum,reml,t_ie,2.7651801849023374,3.311528576794458,3.9466066698037725,4.031800771610431,4.669541157515282,5.431738396118634
sum_with_error,reml,t_ie,2.6773002002998143,3.262668239082562,3.9484013411756855,4.030321255303953,4.68662482692781,5.482781343286612
productsum,svwls,t_ie,1.678268632935633,2.6230169821729197,3.5468665188717194,3.5436729985109032,4.497715285807577,5.442461778618155
sum_with_error,svwls,t_ie,1.465371420687688,2.362488638582543,3.3378062078561443,3.3515221495611307,4.281681877182905,5.349967576471123
product,reml,t_range,0.5040756012713898,0.5261318250575652,0.6771077502090856,0.9655592696630312,1.3343047881145984,1.680842569333034
productsum,reml,t_range,0.4837146089607662,0.4937127064427098,0.5003822421511089,0.5095389354646686,0.5103277499027197,0.5263795671561844
sum_with_error,reml,t_range,0.4204623176258493,0.4916231822484035,0.5699448357545982,0.5984592707260811,0.6691448359919152,0.7689752274603804
product,svwls,t_range,0.5359307767615852,0.69542871043763,0.909881330304037,1.1186568150414598,1.2509597860962451,1.89957849631567
productsum,svwls,t_range,0.3581365470644681,0.4509850783723348,0.5735402690725511,0.874093723257804,0.9512715738884672,1.7019758225807624
sum_with_error,svwls,t_range,0.3235293611315524,0.42846074083677466,0.5166175289449859,1.1336836198550786,1.384377009288312,3.3625787219205883
product,reml,v_s,0.4092854960916105,0.44319502605235006,0.48289290574068977,0.48339668568809574,0.5209180650498971,0.5595717309062239
product,svwls,v_s,0.07216703156654532,0.1650173917282605,0.2808467229944531,0.29320836956751567,0.41256333824487945,0.5253580678231844
product,reml,v_t,0.17719139614587687,0.20982220929844675,0.24938902179038133,0.24748192365371405,0.2850592245841334,0.315553009261744
product,svwls,v_t,0.14981910353250394,0.19511182558441428,0.2557272998262584,0.2601798361140437,0.31830885304899964,0.3807650674335308
