stcov,estmethod,covparam,lowq,q1,median_result,mean_result,q3,highq
productsum,reml,s_de,13.24157353268399,15.31731948443193,17.441366480123666,18.00795153702306,19.90536668503245,22.650044837833793
sum_with_error,reml,s_de,14.386292297876661,16.224286704207984,18.364376431779913,18.524375711095246,20.472626268851272,22.619614065007944
productsum,svwls,s_de,8.292276181442887,11.649175396413744,16.891160333991294,25.175511283172778,29.878229982062976,56.884286193400456
sum_with_error,svwls,s_de,8.892922339593543,12.00944712347118,17.798175429490257,26.190544433307817,31.149970317758793,58.833563155426944
productsum,reml,s_ie,0.056587564233087806,0.0815974444692309,0.09986674494589184,0.11280513707476682,0.11854681499943112,0.14533733178330768
sum_with_error,reml,s_ie,0.08134038145901465,0.096859825987684,0.11208896563578802,0.11891068679285113,0.1315506686606979,0.15341068217838122
productsum,svwls,s_ie,0.01122902322595023,0.017701457473235357,0.056367054468344,0.9660610961980103,1.363877132645823,3.5680301661579974
sum_with_error,svwls,s_ie,0.012094429084048713,0.020630784436042483,0.07957462074261937,0.9982694159596454,1.3556304786678468,3.6227102393904835
product,reml,s_range,0.004383335145652431,0.017168651791782792,0.2846632579508026,0.5318292436991352,0.4128852058465171,0.5857326534003489
productsum,reml,s_range,0.504034360854048,0.612129243095447,0.7210129715175821,0.7577200732869596,0.8444599439129752,1.027294251651828
sum_with_error,reml,s_range,0.5635083612975964,0.6490781985265821,0.7473845828218313,0.7776262251540293,0.8730521615021785,1.0174781073477235
product,svwls,s_range,0.32863837629638853,0.6267580693326804,1.6467018862014855,2.2794678857610555,4.349541930112098,4.827588008227819
productsum,svwls,s_range,0.23879116617995488,0.37796168317504447,0.6731499197132916,1.48890065731956,2.1648399956065774,4.504835360812902
sum_with_error,svwls,s_range,0.24414044173423674,0.3791313673141744,0.6825840127692648,1.5004038281065237,2.148526684696497,4.492885376377523
product,reml,st_de,12.112239631323137,14.413034716400741,17.794420241138518,18.964990575909198,22.086057140475436,27.025133722020552
productsum,reml,st_de,0.018370818050803775,0.0502529729264856,0.06770434715219062,0.06262888843097977,0.07937082987797822,0.09081706731947242
product,svwls,st_de,15.94450972836596,21.151992453307184,30.24065334397448,35.99131321403715,45.03611666342453,62.83777921563258
productsum,svwls,st_de,0.0015875315161286705,0.003278544436449825,0.05630933155125881,1.3054111706027924,0.42900980154559565,2.555163532107456
productsum,reml,st_ie,1.8715146408950134,1.9149437558849167,1.9704754044576418,1.9733888318353074,2.0290630894372543,2.082842407075219
sum_with_error,reml,st_ie,1.8938139372320992,1.9378114453261182,1.9919540867793333,1.9947469666209805,2.0490721206930145,2.1014767435359527
productsum,svwls,st_ie,1.0815650005313395,1.5421674662185147,1.905267729647203,1.9146851993440226,2.2435072665368896,2.71438619053684
sum_with_error,svwls,st_ie,1.138793721968338,1.6016210360032255,1.962528494604206,1.9823602342226538,2.3159710169103502,2.7594781886171513
productsum,reml,t_de,6.30281236812667,7.629583764735665,9.185520004906643,9.589673502832998,10.985322770627544,12.924442133512315
sum_with_error,reml,t_de,6.300020715125987,7.516184020237818,9.097286432331764,9.34349172465778,10.88889128665948,12.679912108531681
productsum,svwls,t_de,1.698262421084093,4.559934731725914,10.251149070612566,15.0648947155955,19.22406825056543,36.03004147098971
sum_with_error,svwls,t_de,2.2041526507993594,5.3110999733695,11.016678230786052,16.379735602106244,20.612642387008684,39.21067584696777
productsum,reml,t_ie,0.02601863498509637,0.05299307153945352,0.08454467211161767,0.08697052168519512,0.11174541461644097,0.1409193177795564
sum_with_error,reml,t_ie,0.04817522376284666,0.06801513842531619,0.09228063271055412,0.09803709583594877,0.1207382749217119,0.15547801107391687
productsum,svwls,t_ie,0.0058046545728181655,0.01792750677861497,0.07140966712835903,0.32592450616742646,0.4786873143967947,1.0445961845360388
sum_with_error,svwls,t_ie,0.005874096476924142,0.017756200743708605,0.07134668045729153,0.3074736815677933,0.43538933496472454,0.9527731359233671
product,reml,t_range,0.6711274355426321,1.2962306260378371,2.3235540234798635,2.354248157170904,3.5514560588680366,3.961012420472143
productsum,reml,t_range,0.4754657009692309,0.4987479689616293,0.5028617618963516,0.5846154427703026,0.6442790324877504,0.7693399629480452
sum_with_error,reml,t_range,0.4740649449979309,0.4987865813505673,0.502466671734386,0.5672041479411603,0.6372896782735098,0.7645053279901325
product,svwls,t_range,0.6349894786781696,1.016608934542419,1.6965392315226815,2.1092429684304603,3.62375049498488,3.9963557952223976
productsum,svwls,t_range,0.34117326083947846,0.4660148993575515,0.629960333985141,1.2031862077474673,1.5925021584972043,3.3900867676842
sum_with_error,svwls,t_range,0.32707221119754704,0.45907069998597005,0.6184922359491714,1.1738972262709706,1.5228943936667103,3.3136824014501642
product,reml,v_s,9.110511944006454e-4,9.110511944006454e-4,0.0014737145541668484,0.05252803381460723,0.009876420880980133,0.0774514118382443
product,svwls,v_s,9.110511944006454e-4,9.110511944006454e-4,0.0012514862849284073,0.062305329436004045,0.0993440630404431,0.1974437086359091
product,reml,v_t,0.0844528681700875,0.12332330008281027,0.17108021175032168,0.1729006712467676,0.21747293812518037,0.2629763793576795
product,svwls,v_t,0.0030861971598832296,0.02754135390196261,0.058370641231717015,0.07401063438361448,0.10621229579448435,0.1649462519585085
