"","stcov","estmethod","covparam","lowq","q1","median_result","mean_result","q3","highq"
"1","productsum","reml","s_de",3.16131594892473,4.95858241389532,7.17012980910596,7.47458705645793,9.51807379293591,11.689821075362
"2","sum_with_error","reml","s_de",4.83505893045187,6.92959969963273,9.63655867705617,10.4533446854975,12.4708020828508,16.3152699658539
"3","productsum","svwls","s_de",0.00609864826158329,0.800738305325492,4.09589133473825,7.76895555577861,9.98394125369817,21.5243361738742
"4","sum_with_error","svwls","s_de",0.896800411308502,3.87808024405993,8.14338662830666,11.7290883474925,15.7452083623904,27.4698639113153
"5","productsum","reml","s_ie",0.760762679960145,1.21019235423994,1.81150307277681,1.90083605641822,2.43200616524098,3.18265360692837
"6","sum_with_error","reml","s_ie",0.778608162255378,1.43593187402933,2.1761102021648,2.20197055652746,2.91837521583021,3.65083717947153
"7","productsum","svwls","s_ie",0.00940146308338288,0.100575735451068,1.38102741112729,1.73659906263677,2.78093125765354,4.13050006006583
"8","sum_with_error","svwls","s_ie",0.0198246697762085,0.472073969200693,1.73666452869449,2.03094152584292,3.15898627832329,4.53590989006021
"9","product","reml","s_range",3.42295372468604,4.22297358593697,4.55916797597559,4.38162861755466,4.79967275004159,4.9984725861144
"10","productsum","reml","s_range",2.38953375332633,2.69625626310082,2.96960502140948,2.92773254302284,3.23756764327925,3.5191938712695
"11","sum_with_error","reml","s_range",2.34380528217816,2.6811597988958,2.96420564801409,2.94955470425313,3.24240766695103,3.54574248200158
"12","product","svwls","s_range",0.90298521619467,1.37615226238085,2.08716747708854,2.45817520520352,3.65147764799789,4.64698327159872
"13","productsum","svwls","s_range",0.326912273687551,0.764086607469436,2.89355830215965,2.64913361025586,4.36699701433662,4.77412266081595
"14","sum_with_error","svwls","s_range",0.421438242633198,1.01337985054745,3.41321631848384,2.90569400029865,4.47991072735191,4.83378043883432
"15","product","reml","st_de",8.94931291602486,12.6718895160033,15.938815576952,15.1449976476399,18.0451692277018,19.709815316277
"16","productsum","reml","st_de",2.50281970649755,3.93012232701865,5.44992232968827,5.81529864906472,6.87375097151612,8.94573909386645
"17","product","svwls","st_de",10.5657501562572,14.4708373253366,18.7990449572985,19.0595127519713,22.5298513572132,27.1577681837574
"18","productsum","svwls","st_de",0.00733214402861538,0.404766449686662,2.18465032953283,4.1971565208853,5.59876156789907,10.3352264742725
"19","productsum","reml","st_ie",3.49549853549631,4.88110996862951,6.21339526474611,5.91444213767631,7.12722357350076,7.71812565035851
"20","sum_with_error","reml","st_ie",3.74915071982264,5.21294709303423,6.60702971557098,6.29348321936527,7.54598026469659,8.16230456130948
"21","productsum","svwls","st_ie",3.64827170883497,5.0288974563853,6.36806282222818,6.1809459353491,7.40371904021921,8.21145086628133
"22","sum_with_error","svwls","st_ie",3.68888903888949,5.05460740588633,6.4136026816539,6.16080245773432,7.42852297114925,8.09590966829649
"23","productsum","reml","t_de",2.89641499158419,4.56860096692582,6.97711412302677,7.79414544070279,9.51344272616434,12.0594055355289
"24","sum_with_error","reml","t_de",4.08246460164679,6.12577050010641,8.42006277699621,9.46986424151885,11.1310340371204,13.9001692667889
"25","productsum","svwls","t_de",0.00315313856586294,0.420252223209533,3.09119460877563,7.51120282339935,9.01323937110071,20.6150575100256
"26","sum_with_error","svwls","t_de",0.017005916864191,1.30752047920738,4.64130622226334,9.06725906128573,12.0403802005298,23.8822873408075
"27","productsum","reml","t_ie",0.900633418338013,1.2486750830052,1.77856709911705,1.86916327289165,2.38414996960685,2.99941169932543
"28","sum_with_error","reml","t_ie",0.937530805873341,1.30776754488792,1.84127103376534,1.93671322938788,2.44451395022883,3.05336503816409
"29","productsum","svwls","t_ie",0.0128455117603713,0.772177987502229,1.67513599003164,1.67327999746979,2.48083847758052,3.15851073273131
"30","sum_with_error","svwls","t_ie",0.32866320701505,1.05088056759577,1.77928329440124,1.81489696033052,2.53613239639848,3.19518326890106
"31","product","reml","t_range",1.9908370686875,2.81866254997698,3.48122682348612,3.19208494894692,3.74351798322695,3.85833600082749
"32","productsum","reml","t_range",1.43441911929566,1.79339431624535,2.06354183461857,2.0412877773297,2.3073167619869,2.56970647357561
"33","sum_with_error","reml","t_range",1.60901420554635,1.87300466694488,2.11789088886353,2.11682605415788,2.36612018487332,2.62144290422932
"34","product","svwls","t_range",0.532539742906461,0.869634380406237,1.62318280297423,2.07707853005781,3.59761215832366,3.83827518245419
"35","productsum","svwls","t_range",0.428602551082756,0.896846009624181,2.33755479875187,2.21723592212863,3.55468809836416,3.81638179570643
"36","sum_with_error","svwls","t_range",0.348860952464111,0.477979817890598,1.84500209822635,1.95623725222031,3.40461292052013,3.79641718574814
"37","product","reml","v_s",0.586715004078848,0.626154396440505,0.671566049812241,0.667373555889064,0.708594992694947,0.744889787425746
"38","product","svwls","v_s",0.0930446651101013,0.187877507519611,0.317698394781997,0.335224860160057,0.466539879883171,0.59530481114822
"39","product","reml","v_t",0.434036628828778,0.477737236748784,0.531947545006967,0.531443804351612,0.585629876491218,0.628827311149049
"40","product","svwls","v_t",0.229353332873235,0.304550985530392,0.397228841194043,0.39523212085797,0.485673746228142,0.553252301513598
