"","stcov","estmethod","covparam","lowq","q1","median_result","mean_result","q3","highq"
"1","productsum","reml","s_de",1.75885827160417,2.54304982541391,3.35409342804693,3.48574300914861,4.27148662846139,5.20581350852003
"2","sum_with_error","reml","s_de",3.08403156623348,3.75887414708165,4.5439646337182,5.20475838494442,5.61975903414077,7.06905181022098
"3","productsum","svwls","s_de",0.00223269874453493,0.0151850040601553,0.918742491528787,3.82007344607409,4.39165134292084,10.582319540959
"4","sum_with_error","svwls","s_de",0.0759314989144322,4.40565357736301,9.97989214892084,13.721503875636,17.7930437210634,31.4316667367335
"5","productsum","reml","s_ie",2.01386081575782,2.70473784317271,3.48887493286668,3.57461907549862,4.30743342306723,5.19261286429758
"6","sum_with_error","reml","s_ie",3.19138407883254,4.03007924553241,4.92512300857655,4.97297013889338,5.86206414168674,6.911549293611
"7","productsum","svwls","s_ie",0.00215946080690373,0.0445383175002968,2.03899371878318,3.028951504588,5.14035170065937,7.60552782644546
"8","sum_with_error","svwls","s_ie",0.0137706919467567,0.235716188256521,3.76766854714338,4.28425562004912,6.97706913851525,9.60421606581965
"9","product","reml","s_range",1.70077160835307,2.48461582549342,3.63687880635408,3.3819372222273,4.31917985848861,4.65055451777188
"10","productsum","reml","s_range",0.417642937378062,0.55609996446958,0.718107383972278,0.743564095761636,0.855882691426481,1.03771392664366
"11","sum_with_error","reml","s_range",0.683942173961801,0.803857840524795,0.934137739055012,0.991292471650227,1.11239537992156,1.30536486587046
"12","product","svwls","s_range",0.347870106433677,0.982229914902444,2.04239717749931,2.39520424898322,4.2161656427414,4.78294892384508
"13","productsum","svwls","s_range",0.0702996909395072,0.230839173543482,0.54109423988714,1.19261289959055,1.54013730241146,4.06837600462098
"14","sum_with_error","svwls","s_range",0.129660021519588,0.312548820650015,0.975583882580075,1.85736583209406,3.86122294826481,4.67801705803888
"15","product","reml","st_de",21.2268766106093,23.5731436673876,26.7985704347698,27.7948202872231,30.4825072122807,35.6908858019174
"16","productsum","reml","st_de",8.4641422800521,9.94293790163651,11.6841361718,12.518228056428,14.0413320569033,16.8514752345491
"17","product","svwls","st_de",22.2758268204415,25.441460923483,29.7907679573847,31.8348142531145,35.5658441678783,42.755772139155
"18","productsum","svwls","st_de",3.88006567400016,6.38397454927024,9.97427165547004,12.7799859387921,15.31085271835,24.5177036241865
"19","productsum","reml","st_ie",5.27927679525002,5.66639242471179,6.08399913381103,6.06535679062735,6.47548816798795,6.83777668775248
"20","sum_with_error","reml","st_ie",9.80615919905907,10.4584706750104,11.259965904124,11.3796722648139,12.1880354095921,13.0926444765078
"21","productsum","svwls","st_ie",5.05242092997653,5.99031597459943,6.99587013753728,7.22722738536065,8.3223948672425,9.65695592053073
"22","sum_with_error","svwls","st_ie",7.99735083155774,8.72756114365385,9.54729948861154,9.57951296943717,10.4436814962207,11.3103270871151
"23","productsum","reml","t_de",1.66658563871871,2.26772762449031,3.06061611052744,3.20955894197456,3.95360958746032,4.89630390463452
"24","sum_with_error","reml","t_de",2.15109405358388,2.68883297890475,3.36057453583132,3.62658256476231,4.0862696425536,5.02199475586528
"25","productsum","svwls","t_de",0.00342584689241465,0.0523403967817001,1.90276652973876,4.96680029873953,5.79639306098444,11.8106926149884
"26","sum_with_error","svwls","t_de",1.36968533785539,3.82249793208362,7.29244749431932,12.8248407124974,15.5131839272595,31.9447904967125
"27","productsum","reml","t_ie",2.15269624800252,2.66913956568811,3.32192568378571,3.44431404635438,4.0593381153583,4.87447594633601
"28","sum_with_error","reml","t_ie",2.25633738400568,2.82841295252,3.55149226042054,3.64436198754787,4.34632620234779,5.12718172441652
"29","productsum","svwls","t_ie",0.0403967371382782,1.88627867751611,3.06565561617692,2.99166133465689,4.11940527718128,5.17526315876847
"30","sum_with_error","svwls","t_ie",0.114044561136616,1.6972633824878,2.86111892528005,2.87089167730309,4.02874595713388,5.09354592276741
"31","product","reml","t_range",0.491225182747242,0.512445130903777,0.574948282313532,0.765316208797455,0.826984443832989,1.32998276506309
"32","productsum","reml","t_range",0.449964673601962,0.481623097066612,0.500274087214095,0.512508364313299,0.521442266025743,0.586472927417299
"33","sum_with_error","reml","t_range",0.415906563686925,0.490151770191553,0.57216363204984,0.588412899381724,0.666183243626548,0.775955279712881
"34","product","svwls","t_range",0.454609615193428,0.614171333386395,0.821926152273488,1.04896185342425,1.17708038263141,1.77858392139653
"35","productsum","svwls","t_range",0.287782472091411,0.397827031962302,0.559551028854359,0.94910110908085,1.02923685130214,2.22287320859362
"36","sum_with_error","svwls","t_range",0.255602625825536,0.365796748908731,0.485066247818144,1.21062941293529,1.69214096393393,3.71724530013018
"37","product","reml","v_s",0.444259102734824,0.505751912773998,0.560161915652653,0.555505433485563,0.61371073247623,0.656476666874888
"38","product","svwls","v_s",0.0103918456933757,0.165673346316354,0.344144291019445,0.349665633159028,0.506966194934211,0.645901214821415
"39","product","reml","v_t",0.253458683979972,0.295174241478132,0.339801508023225,0.33840926508148,0.382443333668639,0.420305892507496
"40","product","svwls","v_t",0.194725432371766,0.246088224055403,0.314575765697589,0.320989026852776,0.393386310707044,0.455475227337791
