"","stcov","estmethod","covparam","lowq","q1","median_result","mean_result","q3","highq"
"1","productsum","reml","s_de",4.95121809817464,6.36885262530126,7.83630707791117,8.03807039959487,9.31398140622881,11.2883886109446
"2","sum_with_error","reml","s_de",6.31339124845763,7.61276687054102,9.36196439541143,9.91531251833962,11.3370559596391,13.6589332368732
"3","productsum","svwls","s_de",0.0337301268812766,1.45431687820563,5.98310937230902,9.40308077968475,11.8509113314914,22.7922905432711
"4","sum_with_error","svwls","s_de",4.66271904265853,8.15924511137565,12.1259423501215,16.9304279537966,20.1452296248987,36.6232681125725
"5","productsum","reml","s_ie",1.25139164353456,1.61972425697686,2.01923449719345,2.0992093733034,2.46719472219141,3.05593594538163
"6","sum_with_error","reml","s_ie",1.49666629897598,1.90652426494756,2.38091500110793,2.47853523266923,2.94964190168816,3.55139403843712
"7","productsum","svwls","s_ie",0.0107423424786912,0.166522196716503,1.39552245684526,1.97411469142688,3.19337968352634,4.80716340654004
"8","sum_with_error","svwls","s_ie",0.0125668574232877,0.190050374415079,1.85979570838542,2.35321498483384,3.80054017261475,5.45605406515985
"9","product","reml","s_range",3.39594894491701,3.96168183409424,4.36333929923676,4.21749928637069,4.65642259247488,4.88314717640274
"10","productsum","reml","s_range",0.480101677068629,0.610301504747879,0.727326031759026,0.74569783087501,0.844938632785874,0.998362357843064
"11","sum_with_error","reml","s_range",0.58156711174609,0.714539584050891,0.835429488361628,0.87644421457742,0.971045862598001,1.1638181350682
"12","product","svwls","s_range",0.462312392991345,1.2390508011894,2.36724602397329,2.58205486313579,4.23275317086487,4.73847565600233
"13","productsum","svwls","s_range",0.188309160573656,0.341249462051107,0.679484930503449,1.46329186076292,2.15787248797477,4.42228662759848
"14","sum_with_error","svwls","s_range",0.211724296345325,0.370529512064822,0.745099202164835,1.60997321356599,2.69276381725189,4.4938991050195
"15","product","reml","st_de",18.36832230287,21.2677386944298,25.4777848644931,26.4108878929215,30.4947242851553,35.1708601192862
"16","productsum","reml","st_de",3.73030668209058,4.34678188098177,4.99100910772945,5.19435477702813,5.80126713168331,6.75582758220351
"17","product","svwls","st_de",19.8975874258191,23.3747234407594,28.6278821399899,32.0133024551732,36.8005163974402,48.2987554896295
"18","productsum","svwls","st_de",0.512616409521737,2.80933190293961,5.85127138887482,9.18985632940948,11.6038991841167,21.0422220187672
"19","productsum","reml","st_ie",4.64654819508047,4.81984511763494,4.99017482217109,4.99281262388702,5.16808098449187,5.33492456586517
"20","sum_with_error","reml","st_ie",6.65897921772372,6.96787925675174,7.33588813984711,7.40887901372284,7.79356615784732,8.21693537450767
"21","productsum","svwls","st_ie",4.35089506199306,4.85482477658576,5.4455144565767,5.53138679171351,6.05733997623371,6.81172300928237
"22","sum_with_error","svwls","st_ie",5.29160430949093,5.79191555013932,6.28663347062072,6.30955914629325,6.80060085650043,7.34458594149589
"23","productsum","reml","t_de",4.79097885772618,6.05770404855647,7.57225265019544,7.85999879616658,9.11413365562955,11.1859240064128
"24","sum_with_error","reml","t_de",5.16767745078671,6.55682063539431,8.20953812618304,8.68547614706195,10.0106778931658,12.2160379594634
"25","productsum","svwls","t_de",0.0183277275027039,1.67472151256517,5.40483568411371,10.8484364385562,12.3036017075884,27.6963870497425
"26","sum_with_error","svwls","t_de",2.56365771555352,5.31298156117813,10.0523762093484,16.7456675038961,20.122853013793,40.7614897576016
"27","productsum","reml","t_ie",1.18309070353181,1.54945464587815,1.94308094527478,1.99256772365408,2.37548255125776,2.87629572391818
"28","sum_with_error","reml","t_ie",1.10707256937048,1.46515585041238,1.81806393650944,1.90222157544385,2.28623578021984,2.80311062842976
"29","productsum","svwls","t_ie",0.0332641455230428,0.685800104686582,1.78796622534308,1.79716213129172,2.6917415144305,3.42389997259631
"30","sum_with_error","svwls","t_ie",0.0590940490572791,0.753329380054701,1.68585176649999,1.75305183331136,2.57357526488183,3.37332688578465
"31","product","reml","t_range",0.604871726064705,1.23433112358448,1.76706532997487,1.91982359299122,2.51520593079217,3.55995277978282
"32","productsum","reml","t_range",0.442761699446042,0.476388074842452,0.50436876674926,0.513559598569274,0.534100765119382,0.590677743240261
"33","sum_with_error","reml","t_range",0.415242756886719,0.476004281950622,0.534518529144795,0.567284968779832,0.622492143379207,0.731588394175567
"34","product","svwls","t_range",0.403737113846437,0.633969335399963,0.925020319671537,1.16620003892358,1.3567949889778,2.40022913971328
"35","productsum","svwls","t_range",0.316069858996336,0.410934363061368,0.608368005238483,1.07966637398568,1.39672404758027,2.89495741500824
"36","sum_with_error","svwls","t_range",0.283758207552337,0.38491838480445,0.494809876449694,1.0778065886167,1.40165931095357,3.13081249573968
"37","product","reml","v_s",0.509950851907764,0.548256941437385,0.588829161563819,0.588234117432807,0.629017461982861,0.668096586350849
"38","product","svwls","v_s",0.0446333847292377,0.115065295452015,0.212752200068359,0.231384737167581,0.322778276087259,0.442047739451944
"39","product","reml","v_t",0.217054600381974,0.252092408159898,0.295495119980428,0.299221737959888,0.344251089204884,0.384714685637413
"40","product","svwls","v_t",0.105840012721724,0.154124573398348,0.221508498386634,0.23178524528294,0.29919770569942,0.372167304261713
